rank,Youtuber,subscribers,video views,category,Title,uploads,Country,Abbreviation,channel_type,video_views_rank,country_rank,channel_type_rank,video_views_for_the_last_30_days,lowest_monthly_earnings,highest_monthly_earnings,lowest_yearly_earnings,highest_yearly_earnings,subscribers_for_last_30_days,Date ,Latitude,Longitude
756,NOBRU,"14,400,000","351,763,324",Gaming,nobru,2,NA,NA,People,"4,057,274",NA,"7,596",2,$0.00 ,$0.00 ,$0.00 ,$0.10 ,1,3-Feb-06,nan,nan
757,ýýýýýýýýýýýý ýýýýýýýýýýýý I ýýýýýý ýý ýýýýýýýýýý,"14,400,000","2,972,474,215",Entertainment,ýýýýýýýýýýýý ýýýýýýýýýýýý I ýýýýýý ýý ýýýýýýýýý,381,Saudi Arabia,SA,Entertainment,"2,934",6,152,"4,673,000","$1,200.00 ","$18,700.00 ","$14,000.00 ","$224,300.00 ",0,1-Dec-17,23.885942,45.079162
758,Cyprien,"14,400,000","3,086,254,545",Comedy,Cyprien,222,France,FR,Comedy,"2,767",2,32,"11,417,000","$2,900.00 ","$45,700.00 ","$34,300.00 ","$548,000.00 ",0,25-Feb-07,46.227638,2.213749
759,Rclbeauty101,"14,400,000","3,900,312,631",Comedy,Rclbeauty101,463,United States,US,Entertainment,"1,986",157,152,"8,636,000","$2,200.00 ","$34,500.00 ","$25,900.00 ","$414,500.00 ",0,14-Dec-10,37.09024,-95.712891
760,Coke Studio,"14,400,000","4,035,738,731",Music,Rohail Hyatt,450,United States,US,Music,"23,796",962,836,"3,557,000",$889.00 ,"$14,200.00 ","$10,700.00 ","$170,700.00 ","10,000",4-Jun-08,37.09024,-95.712891
761,Indore Physical Academy,"14,400,000","4,156,427,797",People & Blogs,Indore Physical Academy,"1,838",India,IN,People,"1,793",107,47,"70,409,000","$17,600.00 ","$281,600.00 ","$211,200.00 ","$3,400,000.00 ","200,000",19-Apr-14,20.593684,78.96288
762,Rosanna Pansino,"14,400,000","4,597,228,794",Howto & Style,Rosanna Pansino,"1,248",United States,US,Howto,"1,552",157,27,"26,683,000","$6,700.00 ","$106,700.00 ","$80,000.00 ","$1,300,000.00 ",0,8-Apr-10,37.09024,-95.712891
763,Harry Styles,"14,400,000","5,689,224,452",People & Blogs,harrystyles,0,United States,US,Games,"4,037,956","7,574","7,340",NA,$0.00 ,$0.00 ,$0.00 ,$0.00 ,0,NA/NA/NA,37.09024,-95.712891
764,Vlad and Niki PRT,"14,400,000","6,543,282,459",NA,Vlad and Niki PRT,516,United States,US,Entertainment,918,157,152,"40,089,000","$10,000.00 ","$160,400.00 ","$120,300.00 ","$1,900,000.00 ",0,3-Nov-18,37.09024,-95.712891
765,RS 1313 SHORTS,"14,400,000","8,011,977,288",Entertainment,RS 1313 SHORTS,"5,628",India,IN,Entertainment,647,108,152,"212,639,000","$53,200.00 ","$850,600.00 ","$637,900.00 ","$10,200,000.00 ","200,000",24-Oct-20,20.593684,78.96288
766,Zig & Sharko,"14,400,000","9,023,952,946",Film & Animation,Zig & Sharko,978,NA,NA,Film,534,NA,39,"62,689,000","$15,700.00 ","$250,800.00 ","$188,100.00 ","$3,000,000.00 ","100,000",6-May-15,nan,nan
767,SelenaGomezVEVO,"14,400,000","11,423,792,969",Music,SelenaGomezVEVO,186,United States,US,Music,354,157,133,"88,657,000","$22,200.00 ","$354,600.00 ","$266,000.00 ","$4,300,000.00 ",0,24-Nov-09,37.09024,-95.712891
768,ZEE5,"14,400,000","18,515,587,421",Entertainment,ZEE5,"101,401",India,IN,Entertainment,142,108,152,"149,799,000","$37,400.00 ","$599,200.00 ","$449,400.00 ","$7,200,000.00 ","100,000",13-Feb-18,20.593684,78.96288
769,Super Polina,"14,300,000","4,776,507,159",People & Blogs,Super Polina,576,United States,US,Entertainment,"1,452",158,153,"413,774",$103.00 ,"$1,700.00 ","$1,200.00 ","$19,900.00 ","100,000",8-Jul-14,37.09024,-95.712891
770,Rebecca Zamolo,"14,300,000","6,388,439,235",Comedy,RebeccaZamolo,1,United States,US,Entertainment,"4,054,606","6,342","5,464",NA,$0.00 ,$0.00 ,$0.00 ,$0.00 ,0,4-Aug-11,37.09024,-95.712891
771,Wish 107.5,"14,200,000","6,048,517,979",Music,Wish 107.5,"1,823",Philippines,PH,Music,"1,036",8,134,"62,658,000","$15,700.00 ","$250,600.00 ","$188,000.00 ","$3,000,000.00 ",0,13-Jul-14,12.879721,121.774017
772,Invento na Hora,"14,200,000","4,040,297,006",Film & Animation,Invento na Hora,"1,281",Brazil,BR,Entertainment,"1,877",43,154,"19,029,000","$4,800.00 ","$76,100.00 ","$57,100.00 ","$913,400.00 ",0,18-Oct-14,-14.235004,-51.92528
773,SIS vs BRO,"14,200,000","6,973,932,553",Entertainment,SiS,60,Ukraine,UA,Entertainment,"3,739,171","2,460","4,686",105,$0.00 ,$0.40 ,$0.30 ,$5.00 ,10,3-Aug-16,48.379433,31.16558
774,NikkieTutorials,"14,200,000","1,778,318,927",Howto & Style,NikkieTutorials,876,Netherlands,NL,Entertainment,"5,764",2,154,"35,934,000","$9,000.00 ","$143,700.00 ","$107,800.00 ","$1,700,000.00 ",0,23-Jun-08,52.132633,5.291266
775,TommyInnit,"14,200,000","2,084,791,147",Gaming,TommyInnit,342,United Kingdom,GB,Games,"4,696",27,55,"54,291,000","$13,600.00 ","$217,200.00 ","$162,900.00 ","$2,600,000.00 ","200,000",24-Dec-15,55.378051,-3.435973
776,E-MasterSensei,"14,200,000","3,920,559,552",Gaming,E-MasterSensei,"1,300",Mexico,MX,Games,"1,971",28,54,"44,575,000","$11,100.00 ","$178,300.00 ","$133,700.00 ","$2,100,000.00 ","200,000",13-Jan-16,23.634501,-102.552784
777,infobells - Kannada,"14,200,000","6,554,000,320",Education,infobells - Kannada,433,India,IN,Education,912,110,37,"141,688,000","$35,400.00 ","$566,800.00 ","$425,100.00 ","$6,800,000.00 ","300,000",13-Mar-14,20.593684,78.96288
778,Crazy Frog,"14,200,000","7,946,322,061",Music,CrazyFrog,0,NA,NA,Games,"4,057,944",NA,"7,453",NA,$0.00 ,$0.00 ,$0.00 ,$0.00 ,0,2-Oct-05,nan,nan
779,The Dodo,"14,200,000","9,964,116,817",Pets & Animals,Dorukhan Gï¿½ï¿½ï,8,NA,NA,NA,"4,050,736",NA,NA,"7,208",$2.00 ,$29.00 ,$22.00 ,$346.00 ,5,14-Jun-06,nan,nan
780,SEVENGERS,"14,200,000","10,238,593,147",Comedy,SEVENGERS,872,India,IN,Comedy,422,110,33,"367,898,000","$92,000.00 ","$1,500,000.00 ","$1,100,000.00 ","$17,700,000.00 ","400,000",4-Jun-18,20.593684,78.96288
781,Zee Bangla,"14,200,000","11,428,794,827",Entertainment,Zee Bangla,"132,398",India,IN,Entertainment,352,109,153,"59,927,000","$15,000.00 ","$239,700.00 ","$179,800.00 ","$2,900,000.00 ","200,000",26-Feb-08,20.593684,78.96288
782,DangMattSmith,"14,200,000","3,317,805,543",Entertainment,DangMattSmith,"1,724",United States,US,Entertainment,"2,485",159,154,"12,902,000","$3,200.00 ","$51,600.00 ","$38,700.00 ","$619,300.00 ",0,18-Aug-11,37.09024,-95.712891
783,Neha Kakkar,"14,100,000","2,131,548,711",Music,Neha Kakkar,149,India,IN,Music,"4,624",110,134,"25,605,000","$6,400.00 ","$102,400.00 ","$76,800.00 ","$1,200,000.00 ","100,000",22-Oct-12,20.593684,78.96288
784,#Refugio Mental,"14,100,000","3,594,936,775",Entertainment,#Refugio Mental,846,NA,NA,Entertainment,"2,218",NA,155,"6,942,000","$1,700.00 ","$27,800.00 ","$20,800.00 ","$333,200.00 ",0,10-Aug-13,nan,nan
785,ýýýýýýýýýýýýýýýýýýýý ýýýýýýýýýýýýýýýýýýýý,"14,100,000","3,920,221,322",Entertainment,ýýýýýýýýýýýýýýýýýýýý ýýýýýýýýýýýýýýýýýýýý,65,NA,NA,NA,"3,999,155",NA,NA,"20,351",$5.00 ,$81.00 ,$61.00 ,$977.00 ,132,4-Aug-17,nan,nan
786,Trap City,"14,100,000","5,129,529,846",Music,TrapCity,3,Australia,AU,People,"4,032,620","3,671","7,629",147,$0.00 ,$0.60 ,$0.40 ,$7.00 ,1,4-Nov-15,-25.274398,133.775136
787,Supercar Blondie,"14,100,000","5,405,563,355",Autos & Vehicles,Supercar Blondie,855,United Arab Emirates,AE,Autos,"1,202",7,1,"353,259,000","$88,300.00 ","$1,400,000.00 ","$1,100,000.00 ","$17,000,000.00 ","500,000",12-Sep-07,23.424076,53.847818
788,Yudist Ardhana,"14,100,000","6,036,496,916",Entertainment,Yudist Ardhana,"2,854",Indonesia,ID,Entertainment,"1,029",27,154,"176,062,000","$44,000.00 ","$704,200.00 ","$528,200.00 ","$8,500,000.00 ","400,000",6-Jan-16,-0.789275,113.921327
789,Lana Del Rey,"14,100,000","6,884,215,292",Music,Lana Del Rey,43,United States,US,Music,856,160,135,"135,563,000","$33,900.00 ","$542,300.00 ","$406,700.00 ","$6,500,000.00 ","200,000",5-May-11,37.09024,-95.712891
790,MalumaVEVO,"14,100,000","19,013,942,981",Music,MalumaVEVO,182,United States,US,Music,138,160,135,"98,834,000","$24,700.00 ","$395,300.00 ","$296,500.00 ","$4,700,000.00 ",0,15-Jun-11,37.09024,-95.712891
791,F2Freestylers - Ultimate Soccer Skills Channel,"14,100,000","3,280,481,927",Sports,F2Freestylers - Ultimate Soccer Skills Channï¿½,777,United Kingdom,GB,Sports,"2,530",28,10,"10,222,000","$2,600.00 ","$40,900.00 ","$30,700.00 ","$490,600.00 ",0,9-Apr-11,55.378051,-3.435973
792,Bie The Ska,"14,100,000","4,627,069,704",Entertainment,Bie The Ska,"1,540",Thailand,TH,Entertainment,"1,531",14,155,"12,502,000","$3,100.00 ","$50,000.00 ","$37,500.00 ","$600,100.00 ","100,000",3-Oct-06,15.870032,100.992541
793,AM3NlC,"14,000,000","4,959,982,720",Gaming,AM3NlC,"5,757",Brazil,BR,People,"1,392",45,49,"10,210,000","$2,600.00 ","$40,800.00 ","$30,600.00 ","$490,100.00 ",0,15-Dec-12,-14.235004,-51.92528
794,Narins Beauty,"14,000,000","2,214,167,846",Howto & Style,Narins Beauty,431,Sweden,SE,Entertainment,"4,325",3,156,"13,709,000","$3,400.00 ","$54,800.00 ","$41,100.00 ","$658,000.00 ",0,24-Sep-14,60.128161,18.643501
795,TV Ana Emilia,"14,000,000","4,674,164,601",People & Blogs,TV Ana Emilia,651,Mexico,MX,Entertainment,"1,504",29,156,"26,783,000","$6,700.00 ","$107,100.00 ","$80,300.00 ","$1,300,000.00 ","100,000",30-Dec-14,23.634501,-102.552784
796,ýýýýýýýýýýýý,"14,000,000","7,719,743,112",Gaming,ýýýýýýýýýýýý,"2,210",Russia,RU,Games,703,12,56,"150,570,000","$37,600.00 ","$602,300.00 ","$451,700.00 ","$7,200,000.00 ","200,000",26-Oct-13,61.52401,105.318756
797,Luli Pampï¿½,"14,000,000","8,623,705,301",Music,Luli Pampï¿½,294,Spain,ES,Music,579,15,136,"201,659,000","$50,400.00 ","$806,600.00 ","$605,000.00 ","$9,700,000.00 ","100,000",22-Dec-12,40.463667,-3.74922
798,Gallina Pintadita,"14,000,000","9,660,950,823",Music,Gallina Pintadita,62,Mexico,MX,Film,477,29,40,"70,626,000","$17,700.00 ","$282,500.00 ","$211,900.00 ","$3,400,000.00 ",0,2-Aug-11,23.634501,-102.552784
799,ViralHog,"14,000,000","18,917,687,143",People & Blogs,ViralHog,"41,117",United States,US,Animals,136,159,3,"1,364,000,000","$340,900.00 ","$5,500,000.00 ","$4,100,000.00 ","$65,500,000.00 ","1,100,000",22-Aug-14,37.09024,-95.712891
800,ETV Jabardasth,"14,000,000","13,542,939,513",People & Blogs,ETV Jabardasth,"9,652",India,IN,Comedy,268,111,34,"133,584,000","$33,400.00 ","$534,300.00 ","$400,800.00 ","$6,400,000.00 ","100,000",14-Jul-15,20.593684,78.96288
801,Zee Telugu,"14,000,000","12,597,067,132",Entertainment,zeetelugu,3,India,IN,Music,"4,039,216","4,651","4,603",7,$0.00 ,$0.00 ,$0.00 ,$0.30 ,0,31-Jan-07,20.593684,78.96288
802,Crescendo com Luluca,"14,000,000","5,094,050,461",Entertainment,Crescendo com Luluca,"1,307",Brazil,BR,People,"1,327",44,48,"68,058,000","$17,000.00 ","$272,200.00 ","$204,200.00 ","$3,300,000.00 ","100,000",30-Aug-15,-14.235004,-51.92528
803,Jazzghost,"13,900,000","5,673,347,763",Gaming,Jazzghost,"5,494",Brazil,BR,Games,"1,140",46,57,"106,718,000","$26,700.00 ","$426,900.00 ","$320,200.00 ","$5,100,000.00 ","100,000",30-Aug-12,-14.235004,-51.92528
804,karameeshchannel,"13,900,000","9,106,781,518",Entertainment,karameeshchannel,"2,254",Jordan,JO,Music,526,3,137,"87,639,000","$21,900.00 ","$350,600.00 ","$262,900.00 ","$4,200,000.00 ","100,000",18-Jan-12,30.585164,36.238414
805,Darkar Company Studios,"13,900,000","2,244,318,380",Film & Animation,Darkar Company Studios,183,United States,US,Comedy,"4,234",161,35,"4,598,000","$1,100.00 ","$18,400.00 ","$13,800.00 ","$220,700.00 ",0,15-Feb-09,37.09024,-95.712891
806,Dental Digest,"13,900,000","7,450,345,720",People & Blogs,Dental Digest,324,NA,NA,People,745,NA,50,"231,562,000","$57,900.00 ","$926,200.00 ","$694,700.00 ","$11,100,000.00 ","300,000",12-Aug-20,nan,nan
807,T-Series Regional,"13,900,000","5,217,553,897",Entertainment,T-Series Regional,"15,075",India,IN,Music,"1,275",111,136,"33,484,000","$8,400.00 ","$133,900.00 ","$100,500.00 ","$1,600,000.00 ","100,000",14-Feb-11,20.593684,78.96288
808,ADEL et SAMI,"13,900,000","5,465,532,801",Entertainment,ADEL et SAMI,503,United States,US,Entertainment,"1,200",161,157,"26,883,000","$6,700.00 ","$107,500.00 ","$80,600.00 ","$1,300,000.00 ",0,12-Mar-18,37.09024,-95.712891
809,Jamuna TV,"13,900,000","12,129,583,055",News & Politics,jamuna tv24,6,Bangladesh,BD,Entertainment,"4,056,658","3,776","6,756",1,$0.00 ,$0.00 ,$0.00 ,$0.10 ,0,10-Feb-21,23.684994,90.356331
810,Atlantic Records,"13,900,000","12,513,842,343",Music,Atlantic Records,"1,660",United States,US,Music,307,161,137,"97,284,000","$24,300.00 ","$389,100.00 ","$291,900.00 ","$4,700,000.00 ","100,000",15-Dec-06,37.09024,-95.712891
811,ýýýýýýýý ýý ýýýýýýýýýýýý,"13,900,000","8,451,754,769",NA,ýýýýýýýý ýý ýýýýýýýýýýýý,504,United States,US,People,600,161,50,"114,261,000","$28,600.00 ","$457,000.00 ","$342,800.00 ","$5,500,000.00 ","200,000",12-Oct-18,37.09024,-95.712891
812,Veritasium,"13,900,000","2,165,885,634",Education,Veritasium,369,United States,US,Education,"4,466",161,38,"44,149,000","$11,000.00 ","$176,600.00 ","$132,400.00 ","$2,100,000.00 ","200,000",21-Jul-10,37.09024,-95.712891
813,Alexa Rivera,"13,900,000","3,193,226,072",Howto & Style,Alexa Rivera,288,NA,NA,Entertainment,"2,613",NA,157,"142,760,000","$35,700.00 ","$571,000.00 ","$428,300.00 ","$6,900,000.00 ","300,000",21-Aug-10,nan,nan
814,Airrack,"13,800,000","2,224,911,030",Entertainment,Airrack,173,United States,US,Entertainment,"4,285",161,157,"99,654,000","$24,900.00 ","$398,600.00 ","$299,000.00 ","$4,800,000.00 ","300,000",3-Jan-15,37.09024,-95.712891
815,Hacksmith Industries,"13,800,000","1,820,559,912",Science & Technology,Hacksmith Industries,887,Canada,CA,Tech,"5,524",10,14,"83,943,000","$21,000.00 ","$335,800.00 ","$251,800.00 ","$4,000,000.00 ","100,000",20-Apr-06,56.130366,-106.346771
816,JD Pantoja,"13,800,000","1,493,776,391",People & Blogs,JD Pantoja,16,NA,NA,Music,"7,134",NA,138,"13,533,000","$3,400.00 ","$54,100.00 ","$40,600.00 ","$649,600.00 ","100,000",5-Jun-17,nan,nan
817,ýýýýýýýý/Atro,"13,800,000","2,480,957,682",Gaming,ýýýýýýýý/Atro,"1,952",Netherlands,NL,Games,"3,690",4,58,"55,122,000","$13,800.00 ","$220,500.00 ","$165,400.00 ","$2,600,000.00 ","200,000",2-Jul-17,52.132633,5.291266
818,123 GO! Spanish,"13,800,000","5,019,136,690",People & Blogs,123 GO! Spanish,520,Mexico,MX,Howto,"1,361",30,28,"26,519,000","$6,600.00 ","$106,100.00 ","$79,600.00 ","$1,300,000.00 ","100,000",13-Mar-19,23.634501,-102.552784
819,Geo News,"13,800,000","5,727,888,539",News & Politics,Geo News,"190,093",Pakistan,PK,News,"1,127",6,21,"100,053,000","$25,000.00 ","$400,200.00 ","$300,200.00 ","$4,800,000.00 ","100,000",10-Jan-07,30.375321,69.345116
820,Kids TV India Hindi Nursery Rhymes,"13,800,000","6,646,953,396",Shows,Kids TV India Hindi Nursery Rhymes,"1,505",India,IN,Education,898,112,38,"78,651,000","$19,700.00 ","$314,600.00 ","$236,000.00 ","$3,800,000.00 ","100,000",17-Nov-14,20.593684,78.96288
821,Think Music India,"13,800,000","11,039,343,563",Music,Think Music India,"4,978",India,IN,Music,374,112,137,"217,106,000","$54,300.00 ","$868,400.00 ","$651,300.00 ","$10,400,000.00 ","200,000",15-Aug-09,20.593684,78.96288
822,O Que Nï¿½ï¿½ï¿½ï¿½ï¿½ï¿,"13,700,000","1,967,930,734",Comedy,O Que Nï¿½ï¿½ï¿½ï¿½ï¿½ï¿,696,Brazil,BR,Entertainment,"5,035",47,159,"87,804,000","$22,000.00 ","$351,200.00 ","$263,400.00 ","$4,200,000.00 ","200,000",6-Feb-15,-14.235004,-51.92528
823,Goldmines Premiere,"13,700,000","1,973,638,757",Entertainment,Goldmines Premiere,975,India,IN,Film,"5,047",113,41,"37,648,000","$9,400.00 ","$150,600.00 ","$112,900.00 ","$1,800,000.00 ","100,000",12-Oct-13,20.593684,78.96288
824,MAIKI021,"13,700,000","1,950,178,163",Entertainment,MAIKI021,"3,298",Brazil,BR,Entertainment,"5,135",47,159,"7,438,000","$1,900.00 ","$29,800.00 ","$22,300.00 ","$357,000.00 ",0,22-Jan-08,-14.235004,-51.92528
825,The Vishal bhatt,"13,700,000","9,596,430,464",Comedy,The Vishal bhatt,"1,040",India,IN,Comedy,487,113,36,"379,240,000","$94,800.00 ","$1,500,000.00 ","$1,100,000.00 ","$18,200,000.00 ","600,000",15-Aug-21,20.593684,78.96288
826,NishaMadhulika,"13,700,000","2,939,201,386",Howto & Style,NishaMadhulika,"2,158",India,IN,Howto,"2,972",113,29,"22,235,000","$5,600.00 ","$88,900.00 ","$66,700.00 ","$1,100,000.00 ","100,000",2-Aug-09,20.593684,78.96288
827,MyMissANAd,"13,700,000","4,963,275,018",People & Blogs,MyMissANAd,340,India,IN,Entertainment,"1,387",113,159,"27,882,000","$7,000.00 ","$111,500.00 ","$83,600.00 ","$1,300,000.00 ",0,22-Jul-14,20.593684,78.96288
828,FAPTV,"13,700,000","5,457,203,710",Comedy,FAPTV,863,Vietnam,VN,Comedy,"1,205",3,36,"35,124,000","$8,800.00 ","$140,500.00 ","$105,400.00 ","$1,700,000.00 ",0,26-Feb-14,14.058324,108.277199
829,Wesley Safadï¿½,"13,700,000","8,134,379,376",Music,Wesley Safadï¿½,438,Brazil,BR,Music,631,47,139,"64,059,000","$16,000.00 ","$256,200.00 ","$192,200.00 ","$3,100,000.00 ",0,21-Jun-09,-14.235004,-51.92528
830,infobells,"13,700,000","5,178,142,148",Education,infobells,495,India,IN,Education,"1,289",113,39,"23,893,000","$6,000.00 ","$95,600.00 ","$71,700.00 ","$1,100,000.00 ","100,000",20-Oct-11,20.593684,78.96288
831,Desi Gamers,"13,700,000","2,135,195,239",Gaming,Desi gamers,1,NA,NA,Tech,"4,057,849",NA,"4,183",5,$0.00 ,$0.00 ,$0.00 ,$0.20 ,0,14-Apr-20,nan,nan
832,Acenix,"13,600,000","2,122,062,016",Gaming,Acenix,368,Spain,ES,Games,"4,572",16,60,"47,436,000","$11,900.00 ","$189,700.00 ","$142,300.00 ","$2,300,000.00 ","200,000",2-Jan-14,40.463667,-3.74922
833,Zeinab Harake,"13,600,000","896,891,351",NA,Zeinab Harake,273,Philippines,PH,People,"13,437",9,51,"12,088,000","$3,000.00 ","$48,400.00 ","$36,300.00 ","$580,200.00 ","100,000",19-Oct-17,12.879721,121.774017
834,DALLMYD,"13,600,000","1,948,925,559",Sports,DALLMYD,412,United States,US,Sports,"5,133",164,11,"30,677,000","$7,700.00 ","$122,700.00 ","$92,000.00 ","$1,500,000.00 ","100,000",1-Feb-11,37.09024,-95.712891
835,Lindsey Stirling,"13,600,000","3,764,608,356",Music,Lindsey Stirling,199,United States,US,Music,"2,084",163,139,"15,277,000","$3,800.00 ","$61,100.00 ","$45,800.00 ","$733,300.00 ","100,000",20-May-07,37.09024,-95.712891
836,JOJO TV - Hindi Stories,"13,600,000","5,141,201,173",Education,JOJO TV - Hindi Stories,"1,097",India,IN,Film,"1,303",114,42,"10,764,000","$2,700.00 ","$43,100.00 ","$32,300.00 ","$516,700.00 ","100,000",25-Dec-16,20.593684,78.96288
837,BBC,"13,600,000","9,685,060,624",Pets & Animals,BBC,"16,047",United Kingdom,GB,Entertainment,474,29,160,"44,414,000","$11,100.00 ","$177,700.00 ","$133,200.00 ","$2,100,000.00 ","100,000",12-Nov-05,55.378051,-3.435973
838,Saturday Night Live,"13,600,000","14,717,282,742",Entertainment,Saturday Night Live,"8,335",United States,US,Comedy,232,164,37,"56,626,000","$14,200.00 ","$226,500.00 ","$169,900.00 ","$2,700,000.00 ",0,23-Jul-13,37.09024,-95.712891
839,BUDI01 GAMING,"13,500,000","1,181,292,450",Gaming,BUDI01 GAMING,319,Indonesia,ID,Games,"9,540",29,61,"13,436,000","$3,400.00 ","$53,700.00 ","$40,300.00 ","$644,900.00 ",0,19-Jul-19,-0.789275,113.921327
840,Typical Gamer,"13,500,000","4,301,581,610",Gaming,Typical Gamer,"4,312",Canada,CA,Games,"1,716",11,61,"32,557,000","$8,100.00 ","$130,200.00 ","$97,700.00 ","$1,600,000.00 ",0,24-Aug-08,56.130366,-106.346771
841,Anaysa,"13,500,000","3,445,794,123",Howto & Style,Anaysa,591,India,IN,Howto,"2,364",115,30,"29,706,000","$7,400.00 ","$118,800.00 ","$89,100.00 ","$1,400,000.00 ",0,10-Mar-12,20.593684,78.96288
842,JULIA GISELLA,"13,500,000","5,380,132,790",Entertainment,Julia Gisella,19,United Kingdom,GB,Music,"3,767,960","2,492","3,189","1,615",$0.40 ,$6.00 ,$5.00 ,$78.00 ,130,24-Mar-15,55.378051,-3.435973
843,Awakening Music,"13,500,000","5,545,936,485",Music,Awakening Music,814,United Kingdom,GB,Music,"1,183",30,140,"35,309,000","$8,800.00 ","$141,200.00 ","$105,900.00 ","$1,700,000.00 ","100,000",25-Dec-06,55.378051,-3.435973
844,Lady Diana,"13,500,000","8,265,920,659",Entertainment,Lady Diana,"1,403",Ukraine,UA,People,620,4,52,"75,162,000","$18,800.00 ","$300,600.00 ","$225,500.00 ","$3,600,000.00 ","100,000",21-Mar-16,48.379433,31.16558
845,Sanjoy Das Official,"13,500,000","3,912,334,359",Entertainment,Sanjoy Das Official,"1,793",India,IN,Games,"1,954",114,60,"179,232,000","$44,800.00 ","$716,900.00 ","$537,700.00 ","$8,600,000.00 ","400,000",29-Apr-15,20.593684,78.96288
846,Woody & Kleiny,"13,500,000","11,717,217,293",Comedy,Woody & Kleiny,975,United Kingdom,GB,Entertainment,333,29,160,"495,561,000","$123,900.00 ","$2,000,000.00 ","$1,500,000.00 ","$23,800,000.00 ","400,000",30-Mar-13,55.378051,-3.435973
847,Vijay Kumar Viner Vlogs,"13,500,000","7,958,771,872",Entertainment,Vijay Kumar Viner Vlogs,"1,357",India,IN,Entertainment,663,116,162,"109,813,000","$27,500.00 ","$439,300.00 ","$329,400.00 ","$5,300,000.00 ","300,000",22-Mar-19,20.593684,78.96288
848,Conor Maynard,"13,500,000","2,750,993,392",Music,Conor Maynard,321,United States,US,Music,"3,257",165,140,"10,787,000","$2,700.00 ","$43,100.00 ","$32,400.00 ","$517,800.00 ",0,19-May-06,37.09024,-95.712891
849,Wengie,"13,500,000","1,900,272,833",Howto & Style,Wengie,462,United States,US,Howto,"5,297",165,30,"1,335,000",$334.00 ,"$5,300.00 ","$4,000.00 ","$64,100.00 ","100,000",9-Sep-10,37.09024,-95.712891
850,Vlad y Niki Show,"13,400,000","4,622,628,957",NA,Vlad y Niki Show,477,United States,US,Entertainment,"1,537",166,162,"92,228,000","$23,100.00 ","$368,900.00 ","$276,700.00 ","$4,400,000.00 ","200,000",8-Nov-18,37.09024,-95.712891
851,Codiscos,"13,400,000","11,789,678,655",Music,Codiscos,"7,356",Colombia,CO,Music,330,9,140,"228,902,000","$57,200.00 ","$915,600.00 ","$686,700.00 ","$11,000,000.00 ","100,000",8-Feb-07,4.570868,-74.297333
852,The World Adventures ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½,"13,400,000","2,139,769,210",People & Blogs,The World Adventures ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½,"1,028",India,IN,People,"4,540",116,53,"1,043,000",$261.00 ,"$4,200.00 ","$3,100.00 ","$50,100.00 ",0,9-Sep-16,20.593684,78.96288
853,Vibhu 96,"13,400,000","20,563,378",NA,Vibhu 96,256,India,IN,Education,"342,460",114,40,"20,264,000","$5,100.00 ","$81,100.00 ","$60,800.00 ","$972,700.00 ","300,000",5-Jun-22,20.593684,78.96288
854,Blockbuster Movies,"13,400,000","2,650,061,211",Entertainment,Blockbuster Movies,0,India,IN,NA,"4,057,944","5,589",NA,NA,$0.00 ,$0.00 ,$0.00 ,$0.00 ,0,4-Jul-17,20.593684,78.96288
855,ATHLEAN-Xï¿½,"13,400,000","2,319,515,787",Howto & Style,ATHLEAN-Xï¿½,"1,349",United States,US,Howto,"4,039",166,31,"14,498,000","$3,600.00 ","$58,000.00 ","$43,500.00 ","$695,900.00 ",0,16-Dec-06,37.09024,-95.712891
856,My Mate Nate,"13,400,000","3,363,634,923",Comedy,My Mate Nate,"1,195",Thailand,TH,Entertainment,"2,436",15,162,"41,672,000","$10,400.00 ","$166,700.00 ","$125,000.00 ","$2,000,000.00 ",0,8-Dec-14,15.870032,100.992541
857,H2ODelirious,"13,400,000","4,356,686,216",Gaming,H2ODelirious,"3,727",United States,US,Games,"1,683",166,62,"16,785,000","$4,200.00 ","$67,100.00 ","$50,400.00 ","$805,700.00 ",0,24-May-07,37.09024,-95.712891
858,GMA Integrated News,"13,400,000","9,569,814,790",News & Politics,GMA Integrated News,"296,272",Philippines,PH,News,486,10,22,"115,459,000","$28,900.00 ","$461,800.00 ","$346,400.00 ","$5,500,000.00 ","100,000",29-Oct-07,12.879721,121.774017
859,Peet Montzingo,"13,400,000","10,022,557,589",People & Blogs,Peet Montzingo,319,United States,US,People,433,165,52,"397,715,000","$99,400.00 ","$1,600,000.00 ","$1,200,000.00 ","$19,100,000.00 ","500,000",1-Jun-14,37.09024,-95.712891
860,The Q,"13,400,000","4,306,212,515",People & Blogs,Tom Duggan,96,United States,US,Sports,"3,846,885","7,615","4,466",3,$0.00 ,$0.00 ,$0.00 ,$0.10 ,1,17-Jan-06,37.09024,-95.712891
861,Trakin Tech,"13,300,000","2,262,690,743",Science & Technology,Trakin Tech,"3,640",India,IN,Tech,"4,152",116,16,"43,669,000","$10,900.00 ","$174,700.00 ","$131,000.00 ","$2,100,000.00 ","100,000",2-Nov-11,20.593684,78.96288
862,theRadBrad,"13,300,000","6,050,102,764",Gaming,theRadBrad,"8,195",United States,US,Games,"1,038",167,63,"15,694,000","$3,900.00 ","$62,800.00 ","$47,100.00 ","$753,300.00 ",0,27-Nov-06,37.09024,-95.712891
